reviewId,content,score,cleaned_text,sentiment,predicted_sentiment,sentiment_label
ad842994-c14d-423c-9525-1a1328447ed7,lemot dan kalau tiap gajian aplikasinya suka erorr dah🫠,1,lemot gajian aplikasinya suka erorr dah,0,0,Negative
4cc705ee-f92e-40ba-8476-aa678e7f582c,"pengajuan gagal, jgn salah gunakan data2 saya!",1,pengajuan gagal jgn salah data,0,0,Negative
a45d3420-a12e-4436-a73e-6a0991bbe048,"Mantap bgt apps ini tanpa ribet tapi sayangnya saya pengguna sudah lama tapi limit nya tidak naik naik , sedang kan transaksi saya bagus tidak pernah telat bayar",5,mantap bgt apps ribet sayangnya pengguna limit nya transaksi bagus telat bayar,1,1,Positive
c3d71c8e-c8f0-4d31-a778-d89f2eb65bce,tanggapan lemot. registrasi juga lemot,1,tanggapan lemot registrasi lemot,0,0,Negative
91cd1e69-79c4-4372-813f-176d8b9fe04a,sangat mengesankan,5,mengesankan,1,1,Positive
5bd00994-9b96-4148-8e42-657d2a3bae68,"mau lepas akun di perangkat lama susah bener., apk nya udh ngga work di perangkat lama jadi ngga bisa buka di perangkat baru. ngga ada solusinya cuma muter"" itu aja",1,lepas akun perangkat susah bener apk nya udh ngga work perangkat ngga buka perangkat ngga solusinya muter aja,0,0,Negative
a36861b6-65e3-4422-b55b-4bb89830ecca,"Pantas aktivasi susah , sudah video call tapi masih tidak bisa aktivasi. Terbukti dari tingkat ketidak puasan diplaystore cukup besar ratingnya.. Lain kali tidak usah ada panggilan video call karena tidak bermanfaat juga jika aktivasi saja masih sulit. Terserahlah mau diaktifkan atau tidak, saya tidak perduli.",1,aktivasi susah video call aktivasi terbukti tingkat ketidak puasan diplaystore ratingnya kali panggilan video call bermanfaat aktivasi sulit terserahlah diaktifkan perduli,0,0,Negative
8298d2bb-7949-403d-b873-585696616357,putri,5,putri,1,0,Negative
c03cd388-cfa2-4c50-b628-111a45c371c9,Optimalkan performa terbaik.. terima kasih🙏🏻🙂,5,optimalkan performa terbaik terima kasih,1,1,Positive
c8e75fe2-e333-4ae0-866b-a3b2c873d217,mudah penggunaan nya,5,mudah penggunaan nya,1,1,Positive
dd108b48-50d1-465f-a948-6691ea5a1690,gimna ini si bank nya. udh daftar pun. asik² di ulang aja . data semua udh masuk,1,gimna si bank nya udh daftar asik² ulang aja data udh masuk,0,0,Negative
da35f231-1ec8-4ca8-b9f9-b142f7b92d04,"kenapa ditelpon , alasan gak ada suara hp saya normal, gak ada kendala apapun",1,ditelpon alasan gak suara hp normal gak kendala apapun,0,0,Negative
f505a716-81aa-43de-8441-df777af8ff2f,"verifikasi Google sangat dipersulit, masa harus nunggu 15 menit, kan ceritanya nih ga sengaja keluar aplikasi, ulang pendaftaran lama bgt dapat pesan email nya.",1,verifikasi google dipersulit nunggu menit ceritanya nih ga sengaja aplikasi ulang pendaftaran bgt pesan email nya,0,0,Negative
f873801f-f777-426b-bf8a-bcf777d540f2,ini aplikasi apaan uang saya ada di akun tiba-tiba logout dan diblokir nelpon layanan pulsanya habis penjelasannya tidak jelas,1,aplikasi uang akun tibatiba logout diblokir nelpon layanan pulsanya habis penjelasannya,0,0,Negative
31d5d84c-1d9e-406e-8d5e-ab1d4fe48bf1,jenius ini gmna gak ada kontak costumer. saya dah 3 tahun hilang hp mau masuk harus masukan kode yg di kirim melalui sms. ya gak bisa. padahal email pas coba kode nya kirim ke email aja jngan ke nmr hp kyk gini nama ku rusak lah. mau ngaduh gak ada tombol pengaduhan,5,jenius gmna gak kontak costumer dah hilang hp masuk masukan kode yg kirim sm ya gak email pa coba kode nya kirim email aja jngan nmr hp kyk gini nama ku rusak ngaduh gak tombol pengaduhan,1,0,Negative
57baebf4-2869-4a81-98a9-f1e717c20fbf,customer service nya gak guna,1,customer service nya gak,0,0,Negative
bc908ff3-5f6f-4c9b-aaad-f5b728782087,"Mohon maaf, Tolong diAjarin sales-nya cara ngehargain waktu orang. Attitude number one. saya udah menolak nya berkali kali saat lewat masih saja dipaksa disuruh daftar & buka rekening. Padahal saya lagi keadaan buru-buru pengen pulang kerumah, alhasil jadi kebuang waktu saya 30 menit yang seharusnya saya sudah sampai dirumah. ( both Sumarecon Mall Serpong )",1,mohon maaf tolong diajarin salesnya ngehargain orang attitude number one udah menolak nya berkali kali dipaksa disuruh daftar buka rekening buruburu pengen pulang kerumah alhasil kebuang menit dirumah both sumarecon mall serpong,0,0,Negative
c74e45aa-835f-4397-a6a7-eb5102dde9c2,Pengalaman transaksi di bank jenius memang oke. gratis transfer dan juga gratis tarik tunainya juga oke. cuma aplikasinya masih tergolong kurang responsive alias agak lemot.,5,pengalaman transaksi bank jenius oke gratis transfer gratis tarik tunainya oke aplikasinya tergolong responsive alias lemot,1,1,Positive
fc1b3882-da06-4cdd-ad8e-fc5f400abfa7,"saya tidak bisa reset password saat login selalu ""gagal memuat, coba lagi""",2,reset password login gagal memuat coba,0,0,Negative
2b78c8af-47b2-40bb-a695-efbc05003ac1,pengenalan wajah berhasil kenapa pas di lanjutkan ga bisa bisa? aneh banget ini...dah hati2 ya data2 saya tolong di jaga ..klo ga bisa bilang aja ! gpp kok di tolak.,4,pengenalan wajah berhasil pa lanjutkan ga aneh banget inidah hati ya data tolong jaga klo ga bilang aja gpp tolak,1,0,Negative
d31aa18e-1093-4b2f-ba48-03303526f74b,saya gabisa pake lagi buat iklan.. entah knp skrg jadi begini.. untuk apk dan tf lancar seperti biasa.. cuma sgt disayangkan saya gabisa ngiklan lagi pake jenius.. saya pake ampir setiap hari tapi gabisa lagi. udh banding langsung ke outlet terdekat tapi ttp aja masih ga bisa selesai masalah saya.. katanya salah input password.. pdahal udh saya berulang kali dan hati hati input pass nya agar tidak salah ttp aja. tlp cs juga udh ttp salah.. jadi ini tuh bisa diperbaiki aoa ngga sih.. cape,2,gabisa pake iklan knp skrg apk tf lancar sgt disayangkan gabisa ngiklan pake jenius pake ampir gabisa udh banding langsung outlet terdekat ttp aja ga selesai salah input password pdahal udh berulang kali hati hati input pas nya salah ttp aja tlp c udh ttp salah tuh diperbaiki aoa ngga sih cape,0,0,Negative
b5b5daae-bc61-4819-94bd-a9dbc271bf44,"sebenarnya bagus ajaa, tapi sering ga bisaa login alias ux-nya suka bermasalah huhuhuh",3,bagus ajaa ga bisaa login alias uxnya suka bermasalah huhuhuh,0,1,Positive
5479388a-0c15-4b33-befd-d58fc33637ad,susah gagal mulu Permuk,1,susah gagal mulu permuk,0,0,Negative
580196ed-8067-4731-a051-fda65968c9a7,"Daftar gagal terus sampai verifikasi wajah kirim gagal mulu uda uninstall coba lagi sama aja, telfon ca pulsanya boros",1,daftar gagal verifikasi wajah kirim gagal mulu uda uninstall coba aja telfon ca pulsanya boros,0,0,Negative
7fe6a5ff-c994-4312-a1ff-d6bb2e430c0f,okey mantap!!!,5,okey mantap,1,1,Positive
85dbd5cf-7d4d-458d-bc20-a41506a31402,"APLIKASI PEPEK GAK BISA LOGIN BIKIN PASWORD GAGAL MEMUA TERUS ...INI APLIKASI APA BELAJAR BIKIN GORENGAN,GAGAL TERUS KEK BIKIN SERABI",1,aplikasi pepek gak login bikin pasword gagal memua aplikasi belajar bikin gorengangagal kek bikin serabi,0,0,Negative
ffa98a05-a65d-4c6a-a77e-ae5a16c88fe3,lemot,1,lemot,0,0,Negative
11997fb8-54cc-483f-992b-0a80516ff815,aplikasi banyak banget bug nya. udh 2x pengajuan credibility tp not available trs. pdhl pengisian data2 udah lengkap. app ga bisa diapa2in setelah log in stuck di halaman pengecekan credibility,1,aplikasi banget bug nya udh x pengajuan credibility tp not available trs pdhl pengisian data udah lengkap app ga diapain log in stuck halaman pengecekan credibility,0,0,Negative
3ba22564-3664-4b8c-8e7e-9cf2cab40976,ok,5,ok,1,1,Positive
9124da8e-0734-4160-a85e-e27dbd34633b,"aplikasi cukup bagus, hanya satu kekurangan proses pendaftaran wajah dari perangkat lama sangat susah, tidak bisa langsung mengunci saat wajah sudah terdeteksi di kamera. untuk alasan keamanan, proses pendaftaran wajah cukup menyebalkan. tolong perbaiki di update terbaru. terima kasih.",4,aplikasi bagus kekurangan prose pendaftaran wajah perangkat susah langsung mengunci wajah terdeteksi kamera alasan keamanan prose pendaftaran wajah menyebalkan tolong perbaiki update terbaru terima kasih,1,1,Positive
b15053ec-bac5-4785-9c0e-7ca9712198d9,Bank digital yang memaksa orang untuk daftar akun 😭,1,bank digital memaksa orang daftar akun,0,0,Negative
5363158c-fdce-49e3-8354-b8fc8d774ef5,Pemaksàan pendaftaran,1,pemaksàan pendaftaran,0,0,Negative
d83885fb-721d-44ad-b122-c21ec958c16a,"hari gini masak transfer gak bisa pakai Qris. padahal Qris sistem untuk transaksi rupiah Indonesia, gak mendukung program pemerintah nih.",1,gini masak transfer gak pakai qris qris sistem transaksi rupiah indonesia gak mendukung program pemerintah nih,0,0,Negative
88d49961-985b-4bf8-b01d-48e7b8000b41,Jadi ada biaya layanan 2% 🥲,1,biaya layanan,0,0,Negative
ca60c512-e6eb-4b93-8aef-dae266783890,parah masa daftar ga bisa,1,parah daftar ga,0,0,Negative
64a53141-3e76-471d-a420-26327b25136f,verifikasi email gagal terus ajggg harus nunggu 15 menit,1,verifikasi email gagal ajggg nunggu menit,0,0,Negative
fd8a9f07-a016-4ffe-82df-f781d72c7fa0,"MIN SAYA UDAH LUNASIN SAYA HARAP JANGAN ADA SPAM WA SAYA ATAS NAMA MARDIYANSAH, TERIMAKASIH.",5,min udah lunasin harap spam wa nama mardiyansah terimakasih,1,0,Negative
247f07ae-602f-4039-b0ec-23a1e6bef2ab,tolong tambahin qris bayar nya ketika kita belanja di alfa atau indomaret kan butuh qris bayar tolong tambahin,4,tolong tambahin qris bayar nya belanja alfa indomaret butuh qris bayar tolong tambahin,1,0,Negative
bcdc8d57-93f4-4499-a9a3-15e03394d7d1,"lelet bgt , penyakitnya ini apk",1,lelet bgt penyakitnya apk,0,0,Negative
8ec2cf21-ee31-4305-98b6-d1f8e9ac41b1,"Jangan Download, Hati² dengan Aplikasi ini, Data Sdh Langkap saya isi hingga NPWP sdh tercantum Namun Saat Log in tdk Bisa, padahal Password dan Email sdh sesuai dan Tersimpan Oleh Google, Menurut Saya Aplikasi nya sangat mengkecewakan..",1,download hati² aplikasi data sdh langkap isi npwp sdh tercantum log in tdk password email sdh sesuai tersimpan google aplikasi nya mengkecewakan,0,0,Negative
e7d685cb-6c2c-4142-bbed-9574481d041b,"sangat muak dengan aplikasi jenius ini, sekelas bank digital yang sangat membantu kaum Gen Z anak anak muda ini malah terlihat seperti BANK SCAM !!!! Ngurus reset password dan ganti No TLP saja sulitnya minta ampun , dibilang isi pulsa itu bayar malah bertele tele... UNTUK SIAPAPUN HATI HATI !!!!!",1,muak aplikasi jenius sekelas bank digital membantu kaum gen z anak anak muda bank scam ngurus reset password ganti no tlp sulitnya ampun dibilang isi pulsa bayar bertele tele hati hati,0,0,Negative
990ad421-3c03-45d6-8400-4afa7025b291,keren praktis,5,keren praktis,1,1,Positive
e27910a1-fa8c-4ce1-b32d-209f8bb1944d,"pengajuan CC belum apa apa customer servicenya sangat tidak ramah. Waktu cek kredibilitas juga tidak diinfokan hari apa hanya jam saja. Kalau telepon lagi pun harusnya konfirmasi baik-baik, ini nadanya kurang mengenakkan bgt. Ga dulu pake jenius 🙏",1,pengajuan cc customer servicenya ramah cek kredibilitas diinfokan jam telepon konfirmasi baikbaik nadanya mengenakkan bgt ga pake jenius,0,0,Negative
af489398-9744-460f-bc41-9a1bac88863c,"Gaada fitur hapus data nya , saya mohon kepada apk jenius mohon jangan sebar data saya, kalau sampai tersebar saya akan tindak lanjuti ke pihak yang berwajib, dan saya tegaskan SAYA TIDAK PINJAM di apk ini, tolong jaga baik baik data data saya",1,gaada fitur hapus data nya mohon apk jenius mohon sebar data tersebar tindak lanjuti berwajib tegaskan pinjam apk tolong jaga data data,0,0,Negative
a1e10cbe-4df4-4729-8c9c-90599d270f39,"susah registrasi selalu balik lagi"" padahal jaringan kuat tolong di perbaiki saya susah buat daftar",1,susah registrasi jaringan kuat tolong perbaiki susah daftar,0,0,Negative
0078445c-3525-4257-b79f-f478e30c433b,gak bisa registrasi selalu gagal pembuatan password dan selalu gagal mengajukan KTP sangat buruk,1,gak registrasi gagal pembuatan password gagal mengajukan ktp buruk,0,0,Negative
f5ab3ae8-dc3a-40ad-8609-58fb92d5884f,"salesnya tolong dibimbing lagi jangan maksa maksa orang download, udah nolak tetep dipaksa",1,salesnya tolong dibimbing maksa maksa orang download udah nolak tetep dipaksa,0,0,Negative
2f7a9fc9-6ae7-4bfe-8326-d297fc3f6ec0,Registrasi sulit bgt,1,registrasi sulit bgt,0,0,Negative
af95ce6e-80bd-4ee5-b3fc-140ca35a15ec,emang apk sampah. buat registrasi aja gak bisa ( otp gak dikirim ),1,emang apk sampah registrasi aja gak otp gak dikirim,0,0,Negative
0912d13a-4114-4326-aa19-56ce01462ef9,Untuk scan barcode suka ga kebaca tolong di perbaiki mempersulit pengguna.,2,scan barcode suka ga kebaca tolong perbaiki mempersulit pengguna,0,0,Negative
045c3ede-39c1-48ce-9011-98aed9cddc0b,"Sudah mendaftar tapi ga bisa masuk,suruh telpon yang nomernya mahal untuk di telpon Parah,",5,mendaftar ga masuksuruh telpon nomernya mahal telpon parah,1,1,Positive
dfa553d7-31b2-43a6-a83d-0ed9cda5f799,"pembukaan akun terlalu lama, bilangnya 5_15 menit ini lebihh",3,pembukaan akun bilangnya _ menit lebihh,0,0,Negative
0173d60d-a00f-4814-8a8c-437506594f33,"aplikasi nya masih banyak bug, mau top up e-wallet error terus padahal tujuan udah bener, mau scan qris pake gambar dari galeri kepental terus",1,aplikasi nya bug top up ewallet error tujuan udah bener scan qris pake gambar galeri kepental,0,0,Negative
6f753f3e-ee0b-497c-bc50-5da0f9796252,"isi data udah lengkap dan benar, verifikasi video call juga udah, tapi habis verifikasi tiba"" memuat ulang dan coba lagi terus, untuk masuk kedalam aplikasi juga coba lagi. padahal jaringan bagus dan lancar, eror banget ni aplikasi. mau logout juga ga bisa kalo kek gini caranya. saya uninstall per hari ini juga.",1,isi data udah lengkap verifikasi video call udah habis verifikasi memuat ulang coba masuk kedalam aplikasi coba jaringan bagus lancar eror banget ni aplikasi logout ga kalo kek gini uninstall,0,0,Negative
cd133782-89c5-44fc-bce7-ca8f9b4263c9,aplikasi mantap,5,aplikasi mantap,1,1,Positive
034ba01d-465e-43ed-8f71-8ec06ef35909,Bank digital paling sesat,1,bank digital sesat,0,0,Negative
2b90b513-2754-4e6d-b4cf-9cea53a41fcb,"Tolong jangan pakai verifikasi wajah, saya jadi gak bisa login lagi ke jenius 😑 perkara hp satunya rusak",1,tolong pakai verifikasi wajah gak login jenius perkara hp satunya rusak,0,0,Negative
d700966b-2e7f-429a-bc91-6a1fc8008627,registrasi emailnya ngga ke kirim kirim otp nya,4,registrasi emailnya ngga kirim kirim otp nya,1,1,Positive
cb41b565-f7d5-4f95-a08d-305c813539b2,"aplikasi aneh, terus menerus muncul notif selesaikan pendaftaran giliran pas mau ngirim data gagal gagal terus",1,aplikasi aneh menerus muncul notif selesaikan pendaftaran giliran pa ngirim data gagal gagal,0,0,Negative
3859d130-6c33-4ec0-b23f-6c9200ef19c7,kenapa transaksi pake jenius lemot bgd,3,transaksi pake jenius lemot bgd,0,0,Negative
136ecb9e-07d9-4a66-b4e6-ab998556b0f8,bintang lima ..mau ambil fto ktp gx bisa..apk logout..sdh di ulang ber xx...ggl tros,5,bintang ambil fto ktp gx bisaapk logoutsdh ulang ber xxggl tros,1,0,Negative
a456bd48-e050-49c9-afb4-2c2eb106110b,"saya sudah cukup lama tidak bisa akses akun saya , sampai saat ini tidak menemukan solusi . ini gimana cara masuknya !!!!",1,akses akun menemukan solusi gimana masuknya,0,0,Negative
bbcdfe39-dccf-46b3-adc3-757bb35fbced,"Aplikasinya bener² lemot, mohon diperbaiki",1,aplikasinya bener² lemot mohon diperbaiki,0,0,Negative
f6790c3b-aec7-4dac-995a-a3a5ffd70bc1,"aplikasi sangat bagus dan sangat membantu, saya lagi mengajukan semoga saja di setujui, kalo di setujui saya doa kan aplikasi ini berkembang dengan pesat",5,aplikasi bagus membantu mengajukan semoga setujui kalo setujui doa aplikasi berkembang pesat,1,1,Positive
2464c7d8-c8b6-4e5a-8eb0-a6c1503b938b,ok,5,ok,1,1,Positive
48e63eb7-3e1b-467c-98e4-641ea01dc0e6,flexi cash sdh d byr secara otomatis.. tetapi knp limit sy tdk di perbarui ya min? padahal sya butuh flexi cash tsb. btw sy sdh 3 th pk jenius. minta tolong ya min bantuan nya terima kasih,3,flexi cash sdh d byr otomatis knp limit sy tdk perbarui ya min sya butuh flexi cash tsb btw sy sdh th pk jenius tolong ya min bantuan nya terima kasih,0,1,Positive
d16fb2b4-f189-4177-aace-9b85fea8f275,good,5,good,1,1,Positive
a866701d-6bf8-417e-b400-35defad71873,"saldo sudah berkurang tetapi pembayaran di merchant belum masuk dan itu sudah terjadi beberapa kali, walaupun sudah bilang ke cs tidak ada tindakan sama sekali jadi uang hilang begitu saja",1,saldo berkurang pembayaran merchant masuk kali bilang c tindakan uang hilang,0,0,Negative
29323eec-9d4e-4e71-9ef5-f7c5598ea15e,pelayanan sangat lambat apalagi yang di WHATSAPP tidak pernah di balas sekalipun,1,pelayanan lambat whatsapp balas,0,0,Negative
10cd7b22-e40e-4731-8476-7016be2d4cb8,"penipuan bayar google pay dengan visa, pembayaran tidak berhasil tapi saldo malah dipotong, dan itu terjadi berkali-kali. penipuan!!!",1,penipuan bayar google pay visa pembayaran berhasil saldo dipotong berkalikali penipuan,0,0,Negative
1899b047-5d0a-4d2a-9649-4fcbbe439608,data di tolak,1,data tolak,0,0,Negative
7f0c9c0d-2cb7-4691-82a2-1dfbbcc28fcc,"proses reset password nya ribet, kaku dan tidak fleksibel. habis pulsa banyak buat nelpon ternyata malah harus ngulang lagi dan suruh telpon ulang. nunggunya lama dan hasilnya nihil. mending rekening lama di non aktifkan daripada ribet ngurusin pengaktifan kartu kembali. udah itikad baik untuk menggunakan kembali jenius ternyata proses nya bikin ribet. menggunakan layanan lain yang sama dengan membuka yang baru akan lebih praktis, 15 menit sudah kelar. jenius mengecewakan",1,prose reset password nya ribet kaku fleksibel habis pulsa nelpon ngulang suruh telpon ulang nunggunya hasilnya nihil mending rekening non aktifkan ribet ngurusin pengaktifan kartu udah itikad jenius prose nya bikin ribet layanan membuka praktis menit kelar jenius mengecewakan,0,0,Negative
bfd18cde-0b0b-41a0-92de-e323ab8592b4,"qris selalu eror lemot.. menambah panjang antrian belanja.. pdahal pake yg sebelah aman"" aja",3,qris eror lemot menambah antrian belanja pdahal pake yg sebelah aman aja,0,0,Negative
c3745886-377c-40e9-b55c-1fd0a18216a6,aneh tinggal masukin pasword tapi engga bisa login gimana lah ini aplikasi,2,aneh tinggal masukin pasword engga login gimana aplikasi,0,0,Negative
60c122b1-0f7a-4d6a-9dbd-da6fc50feaa2,mantap,5,mantap,1,1,Positive
d3e68fef-e415-4e45-a0ac-cc38de0612aa,"lemot kl buka aplikasi ini,hp nya apa emang aplikasi nya ?",1,lemot kl buka aplikasi inihp nya emang aplikasi nya,0,0,Negative
0ac68a25-9120-4d09-9442-bdf39f330e42,"saya pengguna bank smbc dan pengguna CCnya, awal mula penggunaan tidak ada masalah. Sampai akhirnya kartu saya hilang, dan kartu CC pengganti datang, saya sudah menscan qr code di kartu pengganti, kondisi limit Saat saya close bill dgn cc saya untuk kepentingan corporate saya, transaksi tertolak dan sudah saya coba beberapa kali. Sebetulnya saya sudah merasa kesal tapi it's okay, ini masih bisa saya maklumi. Kemudian, hari ini 23 Mei 2026 jam 15.40 saya hubungi call center,respon lama, smp 13mnt",1,pengguna bank smbc pengguna ccnya penggunaan kartu hilang kartu cc pengganti menscan qr code kartu pengganti kondisi limit close bill dgn cc kepentingan corporate transaksi tertolak coba kali kesal it okay maklumi mei jam hubungi call centerrespon smp mnt,0,0,Negative
f07c550c-bf38-4c8c-afca-9ee2bec8b1d9,"masak pembayaran gagal dibebankan ke kita, lah wong gak dikenakan sanksitapi kenapa harus bayar pembayaran gagal. Jelek banget",1,masak pembayaran gagal dibebankan gak dikenakan sanksitapi bayar pembayaran gagal jelek banget,0,0,Negative
9b48f4b6-cd6e-4d87-be91-fac6b3718179,gbisa ganti nomer telepon yg hilangg,1,gbisa ganti nomer telepon yg hilangg,0,1,Positive
09d8df14-4bb5-4f10-a2e3-e37a99b8b773,"dr segi apk udh oke. Tp dr segi marketing gak banget. Menghalalkan secara cara, dr mulai bohong kalo ga deposit, trus bohong juga kalo opening account nya cuman 2 menit. Salesnya mulutnya licin banget, WORST SALES EVER",1,dr segi apk udh oke tp dr segi marketing gak banget menghalalkan dr bohong kalo ga deposit trus bohong kalo opening account nya cuman menit salesnya mulutnya licin banget worst sale ever,0,0,Negative
59bf1ac6-1719-4b52-8b54-e4051f45a9da,aplikasi sampah login lemot nya minta ampun saran mending jangan download buang² waktu developer gimana tanggapan nya,1,aplikasi sampah login lemot nya ampun saran mending download buang² developer gimana tanggapan nya,0,0,Negative
06385354-7771-4e14-9143-c85913a969ba,aplikasi konyol GK brmutu cuma ngambil data orang aja Sangat GK bermanfaat,1,aplikasi konyol gk brmutu ngambil data orang aja gk bermanfaat,0,0,Negative
46b1f595-ba18-4942-bbad-709cbbf88f2e,"Aplikasi perbankan terburuk yang pernah saya gunakan. Bisa-bisanya akun tidak bisa login, sampai nomor OTP tidak terkirim ke nomor saya. Solusinya malah disuruh daftar kembali. Ternyata bisa daftar dengan email dan nomor hp yang sama, sangat aneh. Seharusnya kalau aplikasi bagus itu ga bisa. Saya bertanya-tanya ke mana perginya akun saya. Pas coba sampai tahap foto KTP, aplikasi malah force close. Semoga ada perbaikan atau mungkin build dari awal lagi nih aplikasi, ganti arsitektur.",1,aplikasi perbankan terburuk bisabisanya akun login nomor otp terkirim nomor solusinya disuruh daftar daftar email nomor hp aneh aplikasi bagus ga bertanyatanya perginya akun pa coba tahap foto ktp aplikasi force close semoga perbaikan build nih aplikasi ganti arsitektur,0,0,Negative
33bf8b14-91a8-46a3-ae63-79e747157395,pokonya klo ga di acc kartu kredit aq kasih bintang 1 dan komen jelek,1,pokonya klo ga acc kartu kredit aq kasih bintang komen jelek,0,0,Negative
fea4dfbf-d921-4d25-ac06-5925450aae8b,mengapa fitur Felxi cash saya hilang dan Tidak Bisa di pakai sisa saldo limit 200k,2,fitur felxi cash hilang pakai sisa saldo limit k,0,0,Negative
4acc9183-67c2-4a0e-b5eb-aa62c361373a,"kenapa lupa sandi sekarang jadi rumit dan gg bisa masuk,harus masuk cvv dan exp date??",1,lupa sandi rumit gg masukharus masuk cvv exp date,0,0,Negative
8db1c0c7-95f7-433f-9dd0-6dfe0c69a683,"jaman sudah canggih, ada keluhan masih harus hubungi nomor telepon, contoh perbankan yang lain yang sudah bisa hubungi keluhan lewat aplikasi tidak membebankan pulsa bagi pelanggannya",3,jaman canggih keluhan hubungi nomor telepon contoh perbankan hubungi keluhan aplikasi membebankan pulsa pelanggannya,0,0,Negative
2ee7d918-fe11-486b-9a7b-959b0a4bff45,"dibantu update versinya yg lebih powerfull, untuk layanan Qris sangat mengecewakan performa nya",2,dibantu update versinya yg powerfull layanan qris mengecewakan performa nya,0,0,Negative
34bc7b01-7222-4893-a00f-f12d3524751a,sangat membantu dan memudahkan,5,membantu memudahkan,1,1,Positive
99276c28-45bb-489f-8691-8a97bfda7b5a,aplikasi gak guna. saat isi data selalu kluar sendiri dari apl.. betul betul gk guna,1,aplikasi gak isi data kluar apl gk,0,0,Negative
